,funding_cycle,county_name,visit_type,item,variable,variable_detail,frequency_count,percent,date_closed,location,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,:@computed_region_assa_msit,:@computed_region_8ire_itmf,:@computed_region_5edz_4hdv
463,2014-2019,All counties,Revisits,Housing condition,Furnace filter dirty or missing,Yes,87,1.4,2017-10-27T00:00:00.000,,,,,,
464,2014-2019,All counties,Revisits,Housing condition,Humidifier or vaporizer used,Improved,11,0.2,2017-10-27T00:00:00.000,,,,,,
465,2014-2019,All counties,Revisits,Housing condition,Humidifier or vaporizer used,No,4669,75.6,2017-10-27T00:00:00.000,,,,,,
466,2014-2019,All counties,Revisits,Housing condition,Humidifier or vaporizer used,Unknown,746,12.1,2017-10-27T00:00:00.000,,,,,,
467,2014-2019,All counties,Revisits,Housing condition,Humidifier or vaporizer used,Yes,746,12.1,2017-10-27T00:00:00.000,,,,,,
468,2014-2019,All counties,Revisits,Housing condition,Improperly stored flammables,Improved,18,0.3,2017-10-27T00:00:00.000,,,,,,
469,2014-2019,All counties,Revisits,Housing condition,Improperly stored flammables,No,5735,92.9,2017-10-27T00:00:00.000,,,,,,
470,2014-2019,All counties,Revisits,Housing condition,Improperly stored flammables,Unknown,400,6.5,2017-10-27T00:00:00.000,,,,,,
471,2014-2019,All counties,Revisits,Housing condition,Improperly stored flammables,Yes,19,0.3,2017-10-27T00:00:00.000,,,,,,
472,2014-2019,All counties,Revisits,Housing condition,Improperly stored garbage inside,Improved,76,1.2,2017-10-27T00:00:00.000,,,,,,
473,2014-2019,All counties,Revisits,Housing condition,Improperly stored garbage inside,No,5249,85.0,2017-10-27T00:00:00.000,,,,,,
474,2014-2019,All counties,Revisits,Housing condition,Improperly stored garbage inside,Unknown,663,10.7,2017-10-27T00:00:00.000,,,,,,
475,2014-2019,All counties,Revisits,Housing condition,Improperly stored garbage inside,Yes,184,3.0,2017-10-27T00:00:00.000,,,,,,
476,2014-2019,All counties,Revisits,Housing condition,Improperly stored garbage near building,Improved,80,1.3,2017-10-27T00:00:00.000,,,,,,
477,2014-2019,All counties,Revisits,Housing condition,Improperly stored garbage near building,No,5527,89.5,2017-10-27T00:00:00.000,,,,,,
478,2014-2019,All counties,Revisits,Housing condition,Improperly stored garbage near building,Unknown,345,5.6,2017-10-27T00:00:00.000,,,,,,
479,2014-2019,All counties,Revisits,Housing condition,Improperly stored garbage near building,Yes,220,3.6,2017-10-27T00:00:00.000,,,,,,
480,2014-2019,All counties,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,Improved,63,1.0,2017-10-27T00:00:00.000,,,,,,
481,2014-2019,All counties,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,No,5626,91.2,2017-10-27T00:00:00.000,,,,,,
482,2014-2019,All counties,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,Unknown,382,6.2,2017-10-27T00:00:00.000,,,,,,
483,2014-2019,All counties,Revisits,Housing condition,Malfunctioning appliance that could cause indoor a,Yes,101,1.6,2017-10-27T00:00:00.000,,,,,,
484,2014-2019,All counties,Revisits,Housing condition,"Mice, evidence or reported",Improved,270,4.4,2017-10-27T00:00:00.000,,,,,,
485,2014-2019,All counties,Revisits,Housing condition,"Mice, evidence or reported",No,5060,82.0,2017-10-27T00:00:00.000,,,,,,
486,2014-2019,All counties,Revisits,Housing condition,"Mice, evidence or reported",Unknown,326,5.3,2017-10-27T00:00:00.000,,,,,,
487,2014-2019,All counties,Revisits,Housing condition,"Mice, evidence or reported",Yes,516,8.4,2017-10-27T00:00:00.000,,,,,,
488,2014-2019,All counties,Revisits,Housing condition,"Mold or mildew, observed or smell",Improved,156,2.5,2017-10-27T00:00:00.000,,,,,,
489,2014-2019,All counties,Revisits,Housing condition,"Mold or mildew, observed or smell",No,5299,85.9,2017-10-27T00:00:00.000,,,,,,
490,2014-2019,All counties,Revisits,Housing condition,"Mold or mildew, observed or smell",Unknown,376,6.1,2017-10-27T00:00:00.000,,,,,,
491,2014-2019,All counties,Revisits,Housing condition,"Mold or mildew, observed or smell",Yes,341,5.5,2017-10-27T00:00:00.000,,,,,,
492,2014-2019,All counties,Revisits,Housing condition,Plumbing leaks,Improved,80,1.3,2017-10-27T00:00:00.000,,,,,,
493,2014-2019,All counties,Revisits,Housing condition,Plumbing leaks,No,5568,90.2,2017-10-27T00:00:00.000,,,,,,
494,2014-2019,All counties,Revisits,Housing condition,Plumbing leaks,Unknown,358,5.8,2017-10-27T00:00:00.000,,,,,,
495,2014-2019,All counties,Revisits,Housing condition,Plumbing leaks,Yes,166,2.7,2017-10-27T00:00:00.000,,,,,,
496,2014-2019,All counties,Revisits,Housing condition,"Rats, evidence or reported",Improved,20,0.3,2017-10-27T00:00:00.000,,,,,,
497,2014-2019,All counties,Revisits,Housing condition,"Rats, evidence or reported",No,5756,93.3,2017-10-27T00:00:00.000,,,,,,
498,2014-2019,All counties,Revisits,Housing condition,"Rats, evidence or reported",Unknown,350,5.7,2017-10-27T00:00:00.000,,,,,,
499,2014-2019,All counties,Revisits,Housing condition,"Rats, evidence or reported",Yes,46,0.7,2017-10-27T00:00:00.000,,,,,,
500,2014-2019,All counties,Revisits,Housing condition,Residents practice exit drills,Improved,491,8.0,2017-10-27T00:00:00.000,,,,,,
501,2014-2019,All counties,Revisits,Housing condition,Residents practice exit drills,No,1528,24.8,2017-10-27T00:00:00.000,,,,,,
502,2014-2019,All counties,Revisits,Housing condition,Residents practice exit drills,Unknown,444,7.2,2017-10-27T00:00:00.000,,,,,,
503,2014-2019,All counties,Revisits,Housing condition,Residents practice exit drills,Yes,3709,60.1,2017-10-27T00:00:00.000,,,,,,
504,2014-2019,All counties,Revisits,Housing condition,Roofing or structural leaks,Improved,88,1.4,2017-10-27T00:00:00.000,,,,,,
505,2014-2019,All counties,Revisits,Housing condition,Roofing or structural leaks,No,5384,87.2,2017-10-27T00:00:00.000,,,,,,
506,2014-2019,All counties,Revisits,Housing condition,Roofing or structural leaks,Unknown,411,6.7,2017-10-27T00:00:00.000,,,,,,
507,2014-2019,All counties,Revisits,Housing condition,Roofing or structural leaks,Yes,289,4.7,2017-10-27T00:00:00.000,,,,,,
508,2014-2019,All counties,Revisits,Housing condition,Significant clutter,Improved,145,2.3,2017-10-27T00:00:00.000,,,,,,
509,2014-2019,All counties,Revisits,Housing condition,Significant clutter,No,4991,80.9,2017-10-27T00:00:00.000,,,,,,
510,2014-2019,All counties,Revisits,Housing condition,Significant clutter,Unknown,674,10.9,2017-10-27T00:00:00.000,,,,,,
511,2014-2019,All counties,Revisits,Housing condition,Significant clutter,Yes,362,5.9,2017-10-27T00:00:00.000,,,,,,
512,2014-2019,All counties,Revisits,Housing condition,Significant dust accumulation,Improved,206,3.3,2017-10-27T00:00:00.000,,,,,,
513,2014-2019,All counties,Revisits,Housing condition,Significant dust accumulation,No,4823,78.1,2017-10-27T00:00:00.000,,,,,,
514,2014-2019,All counties,Revisits,Housing condition,Significant dust accumulation,Unknown,670,10.9,2017-10-27T00:00:00.000,,,,,,
515,2014-2019,All counties,Revisits,Housing condition,Significant dust accumulation,Yes,473,7.7,2017-10-27T00:00:00.000,,,,,,
516,2014-2019,All counties,Revisits,Housing condition,Smell of scented products,Improved,92,1.5,2017-10-27T00:00:00.000,,,,,,
517,2014-2019,All counties,Revisits,Housing condition,Smell of scented products,No,4830,78.3,2017-10-27T00:00:00.000,,,,,,
518,2014-2019,All counties,Revisits,Housing condition,Smell of scented products,Unknown,772,12.5,2017-10-27T00:00:00.000,,,,,,
519,2014-2019,All counties,Revisits,Housing condition,Smell of scented products,Yes,478,7.7,2017-10-27T00:00:00.000,,,,,,
520,2014-2019,All counties,Revisits,Housing condition,Smoke detectors audible from sleeping spaces,Improved,472,7.6,2017-10-27T00:00:00.000,,,,,,
521,2014-2019,All counties,Revisits,Housing condition,Smoke detectors audible from sleeping spaces,No,176,2.9,2017-10-27T00:00:00.000,,,,,,
522,2014-2019,All counties,Revisits,Housing condition,Smoke detectors audible from sleeping spaces,Unknown,228,3.7,2017-10-27T00:00:00.000,,,,,,
523,2014-2019,All counties,Revisits,Housing condition,Smoke detectors audible from sleeping spaces,Yes,5296,85.8,2017-10-27T00:00:00.000,,,,,,
524,2014-2019,All counties,Revisits,Housing condition,Smoker in home,Improved,95,1.5,2017-10-27T00:00:00.000,,,,,,
525,2014-2019,All counties,Revisits,Housing condition,Smoker in home,No,4021,65.1,2017-10-27T00:00:00.000,,,,,,
526,2014-2019,All counties,Revisits,Housing condition,Smoker in home,Unknown,278,4.5,2017-10-27T00:00:00.000,,,,,,
527,2014-2019,All counties,Revisits,Housing condition,Smoker in home,Yes,1778,28.8,2017-10-27T00:00:00.000,,,,,,
528,2014-2019,All counties,Revisits,Housing condition,Smoking allowed in home,Improved,18,1.0,2017-10-27T00:00:00.000,,,,,,
529,2014-2019,All counties,Revisits,Housing condition,Smoking allowed in home,No,521,29.3,2017-10-27T00:00:00.000,,,,,,
530,2014-2019,All counties,Revisits,Housing condition,Smoking allowed in home,Not applicable,4394,,2017-10-27T00:00:00.000,,,,,,
531,2014-2019,All counties,Revisits,Housing condition,Smoking allowed in home,Unknown,42,2.4,2017-10-27T00:00:00.000,,,,,,
532,2014-2019,All counties,Revisits,Housing condition,Smoking allowed in home,Yes,1197,67.3,2017-10-27T00:00:00.000,,,,,,
533,2014-2019,All counties,Revisits,Housing condition,Smoking limited to certain rooms,Improved,26,1.5,2017-10-27T00:00:00.000,,,,,,
534,2014-2019,All counties,Revisits,Housing condition,Smoking limited to certain rooms,No,1263,71.0,2017-10-27T00:00:00.000,,,,,,
535,2014-2019,All counties,Revisits,Housing condition,Smoking limited to certain rooms,Not applicable,4394,,2017-10-27T00:00:00.000,,,,,,
536,2014-2019,All counties,Revisits,Housing condition,Smoking limited to certain rooms,Unknown,64,3.6,2017-10-27T00:00:00.000,,,,,,
537,2014-2019,All counties,Revisits,Housing condition,Smoking limited to certain rooms,Yes,425,23.9,2017-10-27T00:00:00.000,,,,,,
538,2014-2019,All counties,Revisits,Housing condition,"Walls, ceilings, stairs in good repair",Improved,123,2.0,2017-10-27T00:00:00.000,,,,,,
539,2014-2019,All counties,Revisits,Housing condition,"Walls, ceilings, stairs in good repair",No,491,8.0,2017-10-27T00:00:00.000,,,,,,
540,2014-2019,All counties,Revisits,Housing condition,"Walls, ceilings, stairs in good repair",Unknown,357,5.8,2017-10-27T00:00:00.000,,,,,,
541,2014-2019,All counties,Revisits,Housing condition,"Walls, ceilings, stairs in good repair",Yes,5201,84.3,2017-10-27T00:00:00.000,,,,,,
542,2014-2019,All counties,Revisits,Housing condition,Wall-to-wall carpeting or large rugs,Improved,5,0.1,2017-10-27T00:00:00.000,,,,,,
543,2014-2019,All counties,Revisits,Housing condition,Wall-to-wall carpeting or large rugs,No,2239,36.3,2017-10-27T00:00:00.000,,,,,,
544,2014-2019,All counties,Revisits,Housing condition,Wall-to-wall carpeting or large rugs,Unknown,363,5.9,2017-10-27T00:00:00.000,,,,,,
